project,exp,year,location,plot,crop,rep,lat,lon,seedyld,strawyld,hayyld,strawRFV,straw_N,straw_C,rootyld,spring_hay_RFV,fall_hay_RFV,ave_hay_RFV,N_leached,N2O_emitted,N_fert,stand_age,ETH_pot,tillage_planting_diesel,tillage_planting_hours,seed_costs,straw_diesel,straw_hours,grain_diesel,grain_hours,hay_diesel,hay_hours,fert_diesel,fert_hours,herb_diesel,herb_hours
IREE_nrate,A,2013,Lamberton,2113,iwg,1,44.23621,-95.304218,848,9860,NA,137.4567117,,,,NA,NA,NA,NA,NA,160,2,73.53443765,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Lamberton,2205,iwg,2,44.23621,-95.304218,639,11280,NA,119.9913301,,,,NA,NA,NA,NA,NA,160,2,77.30869319,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Lamberton,2317,iwg,3,44.23621,-95.304218,762,12460,NA,127.8800883,,,,NA,NA,NA,NA,NA,160,2,76.51317264,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Lamberton,2411,iwg,4,44.23621,-95.304218,463,9120,NA,116.0906063,,,,NA,NA,NA,NA,NA,160,2,83.8830848,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Lamberton,2110,iwg,1,44.23621,-95.304218,515,9720,NA,119.0709855,,,,NA,NA,NA,NA,NA,200,2,79.08795042,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Lamberton,2208,iwg,2,44.23621,-95.304218,768,10540,NA,118.1231337,,,,NA,NA,NA,NA,NA,200,2,80.13762571,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Lamberton,2308,iwg,3,44.23621,-95.304218,532,11040,NA,123.5338334,,,,NA,NA,NA,NA,NA,200,2,76.35474035,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Lamberton,2417,iwg,4,44.23621,-95.304218,708,10840,NA,127.5391294,,,,NA,NA,NA,NA,NA,200,2,75.40551978,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4115,iwg,1,45.58822,-95.874869,852,11360,NA,120.2821674,,,,NA,NA,NA,NA,NA,0,2,83.21841137,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,0,0,0.7861,0.02
IREE_nrate,A,2013,Morris,4202,iwg,2,45.58822,-95.874869,610,9100,NA,122.174873,,,,NA,NA,NA,NA,NA,0,2,81.25008612,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,0,0,0.7861,0.02
IREE_nrate,A,2013,Morris,4313,iwg,3,45.58822,-95.874869,728,11360,NA,125.5483937,,,,NA,NA,NA,NA,NA,0,2,73.75633767,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,0,0,0.7861,0.02
IREE_nrate,A,2013,Morris,4414,iwg,4,45.58822,-95.874869,744,10440,NA,115.2643985,,,,NA,NA,NA,NA,NA,0,2,86.59044826,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,0,0,0.7861,0.02
IREE_nrate,A,2013,Morris,4109,iwg,1,45.58822,-95.874869,966,12100,NA,114.7561417,,,,NA,NA,NA,NA,NA,40,2,85.5621883,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4205,iwg,2,45.58822,-95.874869,985,12420,NA,124.0968643,,,,NA,NA,NA,NA,NA,40,2,79.38444143,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4304,iwg,3,45.58822,-95.874869,728,11360,NA,114.6201354,,,,NA,NA,NA,NA,NA,40,2,83.48576057,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4405,iwg,4,45.58822,-95.874869,936,12740,NA,113.7523165,,,,NA,NA,NA,NA,NA,40,2,87.48928845,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4103,iwg,1,45.58822,-95.874869,892,11140,NA,123.9574365,,,,NA,NA,NA,NA,NA,80,2,78.39333944,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4214,iwg,2,45.58822,-95.874869,865,12060,NA,119.6498828,,,,NA,NA,NA,NA,NA,80,2,79.08829989,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4310,iwg,3,45.58822,-95.874869,1035,11500,NA,121.6838667,,,,NA,NA,NA,NA,NA,80,2,79.97654074,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
IREE_nrate,A,2013,Morris,4408,iwg,4,45.58822,-95.874869,794,10360,NA,120.3689478,,,,NA,NA,NA,NA,NA,80,2,80.93257569,0,0,0,8.1979,0.220367643,22.9092,0.1683501684,0,0,1.3476,0.02173913043,0.7861,0.02
